public_row_id,evidence_lane,source_file_public_id,suite_id,instance_id,tier_label,hardware_class,seed,status,claim_pin_status,capability_boundary_status,best_known_source_id,baseline_value_type,best_known_value,objective_value,quality_metric,gap_to_best_known,gap_fraction,gap_percent,timing_claim_allowed,timing_disclosure_status,source_row_sha256,public_row_sha256
gset_breadth-0000017,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G24,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13337,13183.0,0.011546824623228612,154.0,0.011546824623228612,1.154682,false,timing_fields_redacted_not_claimed,67ded8836dc36e1f006f3db4a7204cedece99ac783be010d3fc7426076da8770,885f78fdea31c4e6bce18ca6c67c7efed5ffe8561f39939acaf9dd59bf8e640d
gset_breadth-0000018,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G24,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13337,13191.0,0.010946989577866087,146.0,0.010946989577866087,1.094699,false,timing_fields_redacted_not_claimed,b22eb229f72ba233b2b33966abb8fc6c21a5887f2ff0df4321c56eb6d266a06d,3db230b955f74e538e767a1ae99806059adca8a302aa87932b864795fa751b95
gset_breadth-0000019,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G25,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13340,13225.0,0.008620689655172414,115.0,0.008620689655172414,0.862069,false,timing_fields_redacted_not_claimed,33c78118bae07116711b0897135843af0e2154645f36bd88952c7b0f0787582b,a486dafa0c8c006030f882cfb10c0fc5ad6f0e488af9f73520310e9a3e6ba280
gset_breadth-0000020,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G25,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13340,13192.0,0.011094452773613194,148.0,0.011094452773613194,1.109445,false,timing_fields_redacted_not_claimed,c5445efa8b8aa68e5745f2f3de85aaca10f865dcfb665ad72d359438e9cc0510,9626fce8c1ba93cd2b171e95bf6bd65a3a9ac2c1083fb570f4305f766acf7ba0
gset_breadth-0000021,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G25,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13340,13196.0,0.010794602698650674,144.0,0.010794602698650674,1.079460,false,timing_fields_redacted_not_claimed,3b163c58032099ee2d06ee6d702e5a2731bef761fc267554fca44113859db51f,6be79268cbf8cf79af35eb648e9401d9000cc307226bb8235e63eac87ef0d059
gset_breadth-0000022,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G26,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13328,13160.0,0.012605042016806723,168.0,0.012605042016806723,1.260504,false,timing_fields_redacted_not_claimed,2b937dee493b3f557e34a67417a634f372466526abfdd1ef0c36bf634e64c39c,7d3073b53e71f437971390a2a8859d09602c165adee5075d55150147ae42a47e
gset_breadth-0000023,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G26,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13328,13191.0,0.010279111644657862,137.0,0.010279111644657862,1.027911,false,timing_fields_redacted_not_claimed,9e28cc4dc8746a3582a80231fa2cde9f3165ebec1e0c99fb0ee80d34bcb365f1,6db2efeb36e79d5542bd78ff2146acd564a1efd05e365adb39190936d0d908ce
gset_breadth-0000024,gset_breadth,gset_2k_positive_breadth_tier4,gset_full,G26,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,13328,13140.0,0.014105642256902761,188.0,0.014105642256902761,1.410564,false,timing_fields_redacted_not_claimed,be1c6bc69d139bf3d14d202faee511fbe420671b854bcf82a7de704ba1cfeecb,d67c7ca995de02ca48b33e6173ea91a3b4205281a374d75e6e11fa923175c785
gset_breadth-0000025,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G33,T3_RTX4060_TI,remote RTX 4060 Ti,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1382,1356.0,0.01881331403762663,26.0,0.01881331403762663,1.881331,false,timing_fields_redacted_not_claimed,c6ffd8f88f757530c99f4717aa57ab634e942915a3620ff47560c880715abdac,2c4ecd4d2542a08e81e3a6c1318b32b5845c17a7dfbf024e3fb28f345d28576e
gset_breadth-0000026,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G33,T3_RTX4060_TI,remote RTX 4060 Ti,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1382,1358.0,0.017366136034732273,24.0,0.017366136034732273,1.736614,false,timing_fields_redacted_not_claimed,5dcd3117c0b73edb5f8f8e320dc6176ab300276ebc8a01f39e96d6d85409522c,480d3dfc7f64696b2d10ab6d9ae2dd3989b38b55b0f2089868f975f71282c8dc
gset_breadth-0000027,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G33,T3_RTX4060_TI,remote RTX 4060 Ti,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1382,1360.0,0.015918958031837915,22.0,0.015918958031837915,1.591896,false,timing_fields_redacted_not_claimed,6c94887c249a4422072695fe8d87443cc52ab89bfdca31b42829cadaf7832d3e,0cb11fa8cc8c83e19bd2eb7738df2a8fa1f7fd3f72d9752e5a1c23df011d5fba
gset_breadth-0000028,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G34,T3_RTX4060_TI,remote RTX 4060 Ti,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1384,1350.0,0.024566473988439308,34.0,0.024566473988439308,2.456647,false,timing_fields_redacted_not_claimed,8d6564d594b6ec18aeee5d5a3e86144442cb0b2abb65f78de3662ec88adbebfc,1363c81084064cfd07ba173aeaf1cbdd32b6c8927dd2b9675eb85bcf86a82702
gset_breadth-0000029,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G34,T3_RTX4060_TI,remote RTX 4060 Ti,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1384,1348.0,0.02601156069364162,36.0,0.02601156069364162,2.601156,false,timing_fields_redacted_not_claimed,178838eb3e9d41b9560929d03499db4e69ae3691e2d6f2de8e17a0fa014d5e04,3925d4e429a1a0d088ca0d5dccc2745af5ff6d248b836ae3b5d2c4b27814805e
gset_breadth-0000030,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G34,T3_RTX4060_TI,remote RTX 4060 Ti,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1384,1340.0,0.031791907514450865,44.0,0.031791907514450865,3.179191,false,timing_fields_redacted_not_claimed,2684e06c0273d134aba464559644fe92a7312ed72c5988f9af806a08a8116e02,893a64bed1046719fede16bc0a3c2b204307e993d03110b887456d8f7883ae18
gset_breadth-0000031,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G35,T3_RTX4060_TI,remote RTX 4060 Ti,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7684,7582.0,0.01327433628318584,102.0,0.01327433628318584,1.327434,false,timing_fields_redacted_not_claimed,11b1909385287a1058d5d6c0d46968eb14aab03693c3c32f32d97e199a04e027,9e6f30ed7fe97195f65547bb5a31cd4402da4124acc65e3ef7c73b40a6b06404
gset_breadth-0000032,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G35,T3_RTX4060_TI,remote RTX 4060 Ti,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7684,7564.0,0.015616866215512754,120.0,0.015616866215512754,1.561687,false,timing_fields_redacted_not_claimed,c25d0598bb77b98018bda4ca41ae3e55f93c7cd6556c0ce1675205382507085b,6a1f5313b9e8a0c73a79cd85d61415eb8776ff99403ac0d6ea8cb376fe0bc139
gset_breadth-0000033,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G35,T3_RTX4060_TI,remote RTX 4060 Ti,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7684,7574.0,0.014315460697553357,110.0,0.014315460697553357,1.431546,false,timing_fields_redacted_not_claimed,d62edccc84dd3a6744da4476c2b05f04fd7416ccc28659817935b7e49255cce6,1613ee3d2a849c94394e43bad6c80f7e31cef5e4ba4fce92270c9df48d7192af
gset_breadth-0000034,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G36,T3_RTX4060_TI,remote RTX 4060 Ti,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7678,7562.0,0.015108101067986456,116.0,0.015108101067986456,1.510810,false,timing_fields_redacted_not_claimed,65449a45366ef4d3892d9adea8d1c17030f5dfcb79d3ff41eedbe44abac13b91,8d98f20f056a271dcc8c4756a9ff1962d27043a3b54f5e5307270f7fa28ec20f
gset_breadth-0000035,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G36,T3_RTX4060_TI,remote RTX 4060 Ti,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7678,7585.0,0.012112529304506382,93.0,0.012112529304506382,1.211253,false,timing_fields_redacted_not_claimed,541bd439ff86d35aef55c803f19433cd0ac1323b07f23152ab31970e52f4fea8,af9546daaad265b67b7222370c0406185513270aede11f43eddb0c5f92b98d18
gset_breadth-0000036,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G36,T3_RTX4060_TI,remote RTX 4060 Ti,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7678,7564.0,0.014847616566814275,114.0,0.014847616566814275,1.484762,false,timing_fields_redacted_not_claimed,5716b36e8a01fe8ed8df20da4b78e4eb352dc677f70cb401d68771ae6bc5c32b,f505d91827b4ee15aafc24154251c0ebf17a329974f4fd59e88578278cbd1607
gset_breadth-0000037,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G37,T3_RTX4060_TI,remote RTX 4060 Ti,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7689,7575.0,0.0148263753413968,114.0,0.0148263753413968,1.482638,false,timing_fields_redacted_not_claimed,b6fdf664f042772a5127b9e59f794ead5d67c0e54ed6c1190b2ba8a6fb29c804,560914a9d425f10c88f988f1d3c9f7fbddef1117f9e3e0ef20ae254fd74dca55
gset_breadth-0000038,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G37,T3_RTX4060_TI,remote RTX 4060 Ti,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7689,7593.0,0.012485368708544674,96.0,0.012485368708544674,1.248537,false,timing_fields_redacted_not_claimed,2771a9b4a75e26b173498be27db8953a7514ad2e7628b1c113159d262b1bbcea,8cc30f82544a1d70303f444d2a2e1f7a65aabf4a8e0b96fe2ced08b5000c4712
gset_breadth-0000039,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G37,T3_RTX4060_TI,remote RTX 4060 Ti,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7689,7605.0,0.01092469761997659,84.0,0.01092469761997659,1.092470,false,timing_fields_redacted_not_claimed,85178a90f2d9d0e55b16f41561bbb12f1674bb39732edb45d9f3094e3b4f278c,e5c8b9cd3a1713ee343817161730561eb2a25407302f1b24bebcaed97c497da9
gset_breadth-0000040,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G38,T3_RTX4060_TI,remote RTX 4060 Ti,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7687,7606.0,0.010537270716794589,81.0,0.010537270716794589,1.053727,false,timing_fields_redacted_not_claimed,a5e7514f8b95e9e0f3363759582b45a0544203ce08b4578eba4635e53b3d6ad4,ad03c696767eb20a614b3ccc6358eae38a5eafe89ed19a406e6394fbb4b2efda
gset_breadth-0000041,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G38,T3_RTX4060_TI,remote RTX 4060 Ti,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7687,7573.0,0.014830232860673864,114.0,0.014830232860673864,1.483023,false,timing_fields_redacted_not_claimed,b1e688137134c5c7eb702723cef48cb1ea17ff906099495701fe9447e8caaa9a,5868e3dca0992aecb1ec96a7aa47f8a8edccdfb0d316d25216d20bf70d56d223
gset_breadth-0000042,gset_breadth,gset_2k_residual_breadth_tier3,gset_full,G38,T3_RTX4060_TI,remote RTX 4060 Ti,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7687,7597.0,0.01170807857421621,90.0,0.01170807857421621,1.170808,false,timing_fields_redacted_not_claimed,eada508914f0db495de3c4a6c104f3fac07793453506029bac7204cd51091556,07cbfb4898093e1047db86eaec12f2b7180361f6eca6e565095105162cd17cad
gset_breadth-0000043,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G33,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1382,1360.0,0.015918958031837915,22.0,0.015918958031837915,1.591896,false,timing_fields_redacted_not_claimed,f77102156726566aab9914bbb7c52e4b04155041ce8c17f8d38c03a6c07e1672,4f77b10c62a9cf51f58ee6acbcc94fc9d5e65109c19aacae51108c3a019153dc
gset_breadth-0000044,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G33,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1382,1358.0,0.017366136034732273,24.0,0.017366136034732273,1.736614,false,timing_fields_redacted_not_claimed,2f687ba36284a38b5fdcd9d00a8a845050e8591a9bad07cf910bfecc98850f1b,d2298e9186c20308f929d4fafdaa93c00791a816251fb00b050c151cba42f9a8
gset_breadth-0000045,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G33,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1382,1354.0,0.020260492040520984,28.0,0.020260492040520984,2.026049,false,timing_fields_redacted_not_claimed,7cdc09562df506d0cc846f407ebc50bdf56defd9f8b977a9dabbfed107f48f3b,5a6de672edc13e9ac66bbb2610cc0d1ec783e956c1f1bef1da2dffd7e00aa0af
gset_breadth-0000046,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G34,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1384,1348.0,0.02601156069364162,36.0,0.02601156069364162,2.601156,false,timing_fields_redacted_not_claimed,43bf7f0672b9be4e96bf68e28da8251927b4ec8f9824dccc3c3811114ecf0b8c,5470d2a55dfec6aaa22b5211f8000d69d01393e31a8e771a6442888e0bbf5ad8
gset_breadth-0000047,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G34,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1384,1350.0,0.024566473988439308,34.0,0.024566473988439308,2.456647,false,timing_fields_redacted_not_claimed,1882ef4282497074cb6693488011ecb5deca1cb2e43be3d80aa8f0f25258dceb,052dc1afb140b74cf36ea90da110959f235323c0897cdd7c860b7c2848f514ca
gset_breadth-0000048,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G34,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,1384,1348.0,0.02601156069364162,36.0,0.02601156069364162,2.601156,false,timing_fields_redacted_not_claimed,1aaf7cef055d3f0b2d13b6623456661737f8c5113d440ff34d59f215176087c5,b8db2181b895b717d97f2da23c1895b18bfa907e82ae11e978e6fb8a50521b71
gset_breadth-0000049,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G35,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7684,7608.0,0.00989068193649141,76.0,0.00989068193649141,0.989068,false,timing_fields_redacted_not_claimed,b0bf16cb25e744093b38536496f72692d4ee024011e848e1d29bbee05d75670c,899b1fbbd13d7513658982db225146b4b2d3ebc05e428b9576a7bce9e1e13bd1
gset_breadth-0000050,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G35,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7684,7573.0,0.014445601249349297,111.0,0.014445601249349297,1.444560,false,timing_fields_redacted_not_claimed,c590a37e00b9bd547de659eacd6a0a8229c3c88401aa2ce195309a232f7f6d1f,4423e6bc856220ddb596b8731bd4d0afc1d4a9ff97d688a7beff52c6f33134bd
gset_breadth-0000051,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G35,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7684,7580.0,0.01353461738677772,104.0,0.01353461738677772,1.353462,false,timing_fields_redacted_not_claimed,ad8a841ad3ce9b6c1e3015bba274f897263161c847f2f960bb5dbc1d0b159909,47ad45a5458ae1b7ea899abbcb7b622d37edc989ff4a6c683218f86b8afbcd61
gset_breadth-0000052,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G36,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7678,7584.0,0.012242771555092472,94.0,0.012242771555092472,1.224277,false,timing_fields_redacted_not_claimed,93eddcc4754935aa3cf6e4821ab25a26bca4c60b28d2ced4f1f1d58d44e9cdc9,85fa3a0c50cf19d8484dd0d3ee33e502631d172bea0c4035fb739fdc6f02e09a
gset_breadth-0000053,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G36,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7678,7546.0,0.017191977077363897,132.0,0.017191977077363897,1.719198,false,timing_fields_redacted_not_claimed,ae96edd77ba8bc4eab26bd80f482286fa8374d38e205093436d245b64aab1537,a0fa3ebab4d6ee16a66531696adc6ca256ecd9ba529bcf3cbc36e54e0b1257fb
gset_breadth-0000054,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G36,T4_RTX5090,remote RTX 5090,2,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7678,7573.0,0.013675436311539464,105.0,0.013675436311539464,1.367544,false,timing_fields_redacted_not_claimed,b818f81ead9206ddf93766a806a1e8a90f320bc773663aeb3e7a100e0414a32b,d805cfd67273bb42de3822dd8bb29b93320905f05f382840acb2283bb836993e
gset_breadth-0000055,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G37,T4_RTX5090,remote RTX 5090,0,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7689,7602.0,0.01131486539211861,87.0,0.01131486539211861,1.131487,false,timing_fields_redacted_not_claimed,27e3854125ac9698a8b3a0ff4c3512d8289b2c04b2e32e666cdffbc6eea288cf,3b7e37207fbfc0541382a81053543ee78f1b1f0c5f9d0bbf0d704498604255ab
gset_breadth-0000056,gset_breadth,gset_2k_residual_breadth_tier4,gset_full,G37,T4_RTX5090,remote RTX 5090,1,completed,passed,fits,benlic_hao_bls_maxcut_2013,best_known_heuristic,7689,7599.0,0.011705033164260631,90.0,0.011705033164260631,1.170503,false,timing_fields_redacted_not_claimed,9b77c320d5799c9cd8738d13853e313ad242771103b95c2f7f8db2d9708037af,13a98989798d975cac81111122a393c1917a42063674935c303d2156838c4f0c
